image,EN,AG,SF,MI_IR,MI_VIS,SSIM_IR,SSIM_VIS,SCD,VIF
I00000.jpg,6.8434985896979,3.5201942398479025,10.229970566630074,1.6462512094198196,3.833195620181799,0.48050389193538495,0.958590680592113,1.6577167182571082,0.09232795013765578
I00001.jpg,6.84199958220641,3.5097346207923663,10.222577347349787,1.6459387542400243,3.8361152169712085,0.4809089551473794,0.9583701577363486,1.6576555118444147,0.09285704441816757
I00002.jpg,6.846659578685908,3.515583008955349,10.247857409971024,1.6475784877663904,3.839788918652984,0.479994113057403,0.9577773293450833,1.6573214400378893,0.09332636782388172
I00003.jpg,6.848430952731387,3.5138061941667766,10.255178629623678,1.6488800801951078,3.8364615739565235,0.48012071970415715,0.9567053608261256,1.6568278802208438,0.09231354024606514
I00004.jpg,6.844226227989823,3.521224930100762,10.252285583291783,1.6448330196191874,3.8328280990346717,0.4797308941178298,0.9575355470582889,1.6562856131626285,0.09126539687402782
I00005.jpg,6.843520146327686,3.5019091655820707,10.23168722190347,1.6485496828752229,3.8323783987884203,0.4800291288644717,0.957681232389754,1.6564221467153306,0.09211465292581165
I00006.jpg,6.844450465460229,3.504447446571243,10.223058357525527,1.6458445729314746,3.8375394007508064,0.4807303037775621,0.9587379145514563,1.656398371109082,0.09296934028491459
I00007.jpg,6.844488416119595,3.511212689062759,10.258745073847779,1.6449232172117076,3.8274270793227236,0.48073286550594063,0.9565445173491466,1.6561803536432602,0.09178778305371228
I00008.jpg,6.844690748794874,3.509835503909321,10.214257984624757,1.6471152387517896,3.8360064451371727,0.48069703065491554,0.9588773378323411,1.65701575680361,0.09249842030574253
I00009.jpg,6.845914114273314,3.5103577800297128,10.228601078569337,1.6471558672347864,3.8437804176853376,0.4812277872605807,0.9580444914110247,1.6575060912909867,0.0931898950367267
I00010.jpg,6.840759079734506,3.4977756809550895,10.215146535904417,1.6441883739824776,3.835960601125822,0.480926045406936,0.9585949446348346,1.6571890834264558,0.09182629814391575
I00011.jpg,6.842083226983699,3.506870569620096,10.214997324675972,1.6475124900280311,3.8333940684842407,0.4806253849298234,0.9582907578645198,1.6574391648641629,0.0917336815633725
I00012.jpg,6.843478550092307,3.4986201858760326,10.200908414229106,1.6462019343377543,3.833801774527007,0.4810136270171286,0.9582880427580547,1.6574402291325896,0.09197089480157722
I00013.jpg,6.84226532427269,3.494036398387639,10.215430706035058,1.649039971970285,3.834676929198828,0.4812947042632084,0.958632210875992,1.65747343487647,0.09269800256291934
I00014.jpg,6.843040800215029,3.504221016400474,10.204818072227201,1.6434038640187785,3.8293990289656974,0.48032433008384334,0.9592356856796945,1.6575295154408796,0.09185226813437669
I00015.jpg,6.849848938960218,3.5260228097762107,10.261580318706027,1.649673232727126,3.8380506571778135,0.4809480571041874,0.9570298284912416,1.6571286047854938,0.09309369229838571
I00016.jpg,6.846511321559294,3.5240846622795443,10.251188058837233,1.646339904030774,3.83704999140008,0.48095063092813173,0.9579808840328388,1.656757356601253,0.09246322844401773
I00017.jpg,6.843332173519153,3.5086572516013095,10.228827217721491,1.6532752603536665,3.8457549153010397,0.48113172497338386,0.9585306107548304,1.6573036181945535,0.09306827046823209
I00018.jpg,6.845511078270528,3.5180807452714546,10.251759622993854,1.64520148112393,3.8342425425532856,0.480792469142998,0.9579116748346376,1.6565761834507367,0.09184696802942878
I00019.jpg,6.842666259516853,3.5100823757550277,10.216575554163027,1.6488526216507138,3.8326970443934383,0.48065665211879316,0.9580058689980981,1.6560035315743504,0.09327584474611648
I00020.jpg,6.843525902808272,3.5155076696401557,10.241037299780244,1.6465570181332425,3.837875035794175,0.48038240792821335,0.9574580705331153,1.6559314630092472,0.09322531873988142
I00021.jpg,6.844788889054815,3.5100036563382937,10.239766531882013,1.6453491871016257,3.8371941205565765,0.48063342164101724,0.9569861136404898,1.655085343726801,0.09252209500979712
I00022.jpg,6.842543450316698,3.5050235302833563,10.22135748797873,1.6476485111718975,3.8332452873160925,0.48113887083462686,0.9581978758038013,1.6558874973970115,0.09231155246243934
I00023.jpg,6.8431832557183,3.5140696800637805,10.240818909456143,1.6400973488865858,3.8284969619624225,0.4812466782251864,0.9571960948119292,1.656308256761903,0.09302555313098253
I00024.jpg,6.839391478556219,3.505195513559338,10.223333317350415,1.646795428531317,3.835689283033479,0.4815558101458733,0.9586711779358807,1.6566957648388374,0.09222487407968807
I00025.jpg,6.842214707450532,3.518655703401116,10.234004586546314,1.6463750093887102,3.83489264247887,0.48166644905831446,0.9580663091852875,1.6568912303277359,0.09217736781771586
I00026.jpg,6.83949412350868,3.5013442056673076,10.228287320935399,1.6430960462186093,3.828616133570991,0.481906901299722,0.9586644628167784,1.6570528656434291,0.09193809490013055
I00027.jpg,6.840922063719022,3.4919992411352143,10.193577520751418,1.650422434885315,3.8307495245159675,0.48237906794918073,0.9590025864107345,1.6581241530714945,0.09307699459218062
I00028.jpg,6.839504477058227,3.497327649099019,10.186694001557745,1.647302369245485,3.8264504511010253,0.4825115169779262,0.95862880256468,1.6583793040304902,0.09289916459595905
I00029.jpg,6.844484448815631,3.5128035343941644,10.254008960153193,1.6467834506121868,3.827967879698365,0.4820725211201509,0.9566741249434022,1.6582322979194033,0.09314631574826629
I00030.jpg,6.844226336610922,3.5122940232376854,10.231624340355586,1.6494824748291015,3.8348338670240807,0.48180366204674047,0.9577184416589061,1.657107200900584,0.0914533716655614
I00031.jpg,6.840669159100258,3.5092847135033556,10.223183476400925,1.64562321779579,3.832829785493457,0.481632474899394,0.9577252686260685,1.657398017229977,0.09200345683747152
I00032.jpg,6.84547136664485,3.5255034977486592,10.24927514175381,1.6455605463356597,3.830384502832882,0.48107001321163256,0.957499298434341,1.6564483229835592,0.09079294924858963
I00033.jpg,6.846640138861931,3.5358622574581355,10.275615857455941,1.6433543156335635,3.828696282622475,0.4812753889143644,0.9559220359781478,1.6573459582335568,0.09245424710636647
I00034.jpg,6.839719941505668,3.5117657265060016,10.218065089177435,1.6450793954315477,3.829725883655708,0.4817942166174031,0.9587096202585809,1.658044926465418,0.09248096171982927
I00035.jpg,6.844142634418731,3.5298866968609737,10.250168877135827,1.6404217187707637,3.8207374385226935,0.4822605733730066,0.9563874493953255,1.656848907176649,0.09194226811381452
I00036.jpg,6.843654843189306,3.5122250271709303,10.243607523623659,1.6410719021060627,3.831994213972923,0.4824829743343483,0.9578842470587337,1.6574713453720515,0.0922130042882794
I00037.jpg,6.842841563427858,3.5092592833873923,10.223576055027966,1.6427055600745895,3.8370400198436254,0.4815395183213067,0.9583488659880841,1.6561541792728462,0.09145700394047825
I00038.jpg,6.842353483658576,3.5086080585658155,10.22871489757547,1.6478155712930627,3.838356964084525,0.4816268646881879,0.9579624220868397,1.6566528942963887,0.09237393152145269
I00039.jpg,6.845332003083742,3.5106618915888643,10.239497997470194,1.6406311231675532,3.8308953620723627,0.4819815842525659,0.9572513504375243,1.6568524643995306,0.09223050203458356
I00040.jpg,6.839974533483598,3.5111457967272437,10.216434610565507,1.6461783512040178,3.827881278999172,0.48228223717313284,0.9580103373913925,1.6565418289857718,0.09229290855656704
I00041.jpg,6.838783414910486,3.491493619429309,10.206040658912375,1.6442044899033368,3.8357190876072904,0.4818250314268377,0.9585663881561433,1.6566186440498019,0.09150243983485634
I00042.jpg,6.838832707471272,3.499248280046021,10.208366096386,1.6429905036604564,3.8364618334757274,0.4822125454880915,0.9589118562927283,1.6562653981906785,0.09203650383135908
I00043.jpg,6.83797151096165,3.4976891328576905,10.191259230629075,1.6449847636401413,3.830488807254817,0.48068252034019454,0.9592285194794532,1.6561078301889487,0.0922387410732721
I00044.jpg,6.841099527135183,3.5037596806700995,10.219127196672165,1.6427709815389124,3.8402109476678046,0.48137467866832956,0.9581457883196224,1.6561457197787424,0.09265530635310933
I00045.jpg,6.837078457425754,3.4986181934452234,10.195653389519267,1.6468299194844507,3.834000832481096,0.48096640509267685,0.9592871253415973,1.656662893196535,0.0928178542874847
I00046.jpg,6.845238829922179,3.5047698250232617,10.23355402896401,1.6454882615015207,3.8427115545367005,0.48154655825395687,0.9576840722944897,1.6562528032679436,0.0922833760455782
I00047.jpg,6.843360937480626,3.505796543239466,10.217368700490587,1.6466870973248589,3.8360957941892098,0.48197694263093754,0.9576483193906729,1.6572327977943986,0.09281312001891813
I00048.jpg,6.8416711112954856,3.503576340021234,10.21995461958959,1.6429804247185427,3.835428668477168,0.48199296792869817,0.9584427716887088,1.657079124891173,0.09253186135231659
I00049.jpg,6.843494749586825,3.5104689503639577,10.240602010346546,1.6458607439429198,3.8326130308348,0.4822868679496233,0.9574596435491155,1.6567729182674948,0.09230019124556257
I00050.jpg,6.844843151607099,3.508600437912079,10.23852777406948,1.6443711186469399,3.8340700924902444,0.48199440563507695,0.9578000932005681,1.6567914523221736,0.09242660969502152
I00051.jpg,6.838739003744401,3.511724740508669,10.23521395865332,1.6476052193961663,3.828036641510834,0.4820958081025145,0.9584043095006733,1.6585203136576228,0.09146328672380187
I00052.jpg,6.847782470475207,3.517026842684521,10.259611108518646,1.643575361189039,3.829314479319631,0.4825037392489579,0.9557973221056036,1.6578980034266508,0.09266040961438976
